loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_en0(txt),IP_pdp_ip0(txt),deviceOrientation(Z),batteryState(R),batteryLevel(Z),avAudioRecorderPeakPower(dB),avAudioRecorderAveragePower(dB),state(N)
56:16.4,11,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498576,-10.31145477,16.09211731,-2.840209961,78.55122375,88.32687378,30,1403478.434,0.065872192,-0.110153198,-1.035400391,1403478.404,0.154699832,-0.134592433,0.15863918,1403478.431,-2.100425807,0.048454806,0.112017937,0.284185261,-0.294487417,0.098008655,0.018487599,0.003034428,-0.045992792,XArbitraryCorrectedZVertical,-0.048818395,0.036519747,0.865238428,-0.497632504,0.048132274,-0.111783817,-0.992566168,-10.46147537,15.89256287,-2.747924805,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-29.45553,-37.31199,0
56:16.4,12,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498576,-10.35927582,16.01022339,-2.797912598,78.24762726,88.02327728,30,1403478.494,0.025970459,-0.112533569,-0.973983765,1403478.464,0.119829466,-0.296516356,0.129265046,1403478.466,-2.096739286,0.03685735,0.120493069,0.151478753,-0.305585653,0.138120458,0.009453941,-0.008292548,0.011102915,XArbitraryCorrectedZVertical,-0.045979455,0.042991761,0.864336371,-0.498951435,0.036581829,-0.120201714,-0.992075205,-10.35927582,16.01022339,-2.797912598,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-29.45553,-39.16552,0
56:16.5,13,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498576,-10.36392975,16.11564636,-2.731018066,78.04278564,87.81843567,30,1403478.553,0.034545898,-0.109313965,-0.982604981,1403478.523,-0.285358776,0.10944367,-0.113166237,1403478.536,-2.096018818,0.032031267,0.110120431,-0.289699048,0.154569164,-0.122414865,0.000165876,0.008961111,0.021997452,XArbitraryCorrectedZVertical,-0.041328821,0.039691858,0.864565373,-0.499235034,0.031831805,-0.109898001,-0.993432999,-10.31389618,16.31277466,-2.346618652,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-29.45553,-40.16032,0
56:16.6,14,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.13779449,16.38091278,-2.465026855,78.14224243,87.91789246,30,1403478.613,0.032546997,-0.105178833,-1.021774292,1403478.583,0.08364989,-0.112752382,0.051105529,1403478.606,-2.095983825,0.033611113,0.105215136,0.294865489,-0.315110207,0.073453568,0.01376123,-0.008321166,-0.055514932,XArbitraryCorrectedZVertical,-0.040791675,0.037173972,0.864658654,-0.499311745,0.03341895,-0.105021119,-0.993908286,-10.10991287,16.13475037,-2.431274414,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-29.45553,-42.09303,0
56:16.6,15,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.4115181,16.15514374,-2.377624512,78.09745789,87.87310791,30,1403478.673,0.024093628,-0.099472046,-0.987380981,1403478.643,0.025146632,-0.106033759,-0.006284528,1403478.64,-2.094218084,0.022805048,0.113622593,0.102233946,-0.199595437,0.024965201,0.00261252,0.012166724,0.033973455,XArbitraryCorrectedZVertical,-0.038251106,0.043475319,0.864202499,-0.499793559,0.022656033,-0.113378272,-0.993293524,-10.41027451,16.10080719,-2.470092773,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-15.88604,-35.33842,0
56:16.7,16,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.24295807,16.14817047,-2.512207031,78.9284668,88.70411682,30,1403478.732,0.001739502,-0.104705811,-1.008255005,1403478.703,-0.268420006,0.228770065,-0.461470157,1403478.71,-2.109379637,0.03028364,0.104662362,-0.274022192,0.241500497,-0.462101966,0.010490317,0.005350292,0.02054584,XArbitraryCorrectedZVertical,-0.038961612,0.038027242,0.868064463,-0.493449688,0.030113319,-0.104471386,-0.994071841,-10.24295807,16.14817047,-2.512207031,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-15.88604,-36.16266,0
56:16.7,17,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.50357437,16.17942047,-2.281921387,79.31719971,89.09284973,30,1403478.792,0.025390625,-0.122573853,-0.984558106,1403478.762,0.184711527,-0.112060759,0.162724203,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-30.28344,0
56:16.8,18,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.31809235,15.97517395,-2.509277344,78.61730957,88.39295959,30,1403478.852,0.036682129,-0.099319458,-0.981704712,1403478.822,0.065031198,-0.193665341,0.065242919,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-32.24148,0
56:16.9,19,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.81442642,16.05964661,-2.219299316,78.8170929,88.59274292,30,1403478.911,0.015838623,-0.116043091,-1.004364014,1403478.882,-0.186423407,0.258042733,-0.089387937,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-35.22078,0
56:16.9,20,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.70682144,16.44376373,-2.055053711,78.6089325,88.38458252,30,1403478.971,0.04510498,-0.08480835,-1.019104004,1403478.941,-0.224062395,0.121263578,0.070121298,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-36.7134,0
56:17.0,21,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.78768921,16.75054932,-2.256958008,78.5258255,88.30147552,30,1403479.031,0.011474609,-0.040130615,-1,1403479.001,-0.013381852,-0.114458403,-0.000755805,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-39.72743,0
56:17.0,22,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498576,38.03575485,-78.49849194,156.7762,0,-1,6,5,-9999,1519498577,-10.27700043,16.27375793,-2.650512695,78.18080902,87.95645905,30,1403479.091,0.036483765,-0.09197998,-1.020751953,1403479.061,0.046035403,-0.039941824,0.19521104,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-34.02758,0
56:17.1,23,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-10.06814957,16.29309082,-2.390197754,77.74029541,87.51594543,30,1403479.15,0.02041626,-0.109298706,-0.980560303,1403479.12,0.146153215,-0.155112356,0.13310559,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403475.804,0,0.01320648,100.2191,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-36.1715,0
56:17.2,24,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-10.02365494,16.32265472,-2.570495605,76.74520111,86.52085114,30,1403479.21,0.014434814,-0.102523804,-1.005508423,1403479.18,0.214945862,-0.010594321,0.208262659,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-38.94762,0
56:17.2,25,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.579166412,16.33584595,-2.83190918,76.07526398,85.850914,30,1403479.27,0.025314331,-0.134536743,-0.977371216,1403479.24,0.133736493,0.005007542,0.228873928,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-40.78878,0
56:17.3,26,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.542675018,16.1349411,-2.91192627,75.42746735,85.20311737,30,1403479.329,0.037277222,-0.089385986,-1.014190674,1403479.299,0.111592841,0.052647765,0.213925605,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-35.31571,0
56:17.3,27,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.547813416,16.62823486,-3.165100098,75.13680267,84.9124527,30,1403479.389,0.011627197,-0.116928101,-0.999298096,1403479.359,-0.190717488,-0.110249277,-0.003169428,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-36.34443,0
56:17.4,28,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.731830597,16.55413055,-2.999267578,75.1771698,84.95281982,30,1403479.449,0.038665771,-0.127059937,-0.990722656,1403479.419,0.000998153,0.19987743,-0.003645601,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-38.97382,0
56:17.4,29,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.507110596,16.73999786,-2.77746582,75.23480225,85.01045227,30,1403479.508,0.023590088,-0.127700806,-0.989273071,1403479.481,-0.134738907,-0.040352217,-0.021720209,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-40.89297,0
56:17.5,30,3DCCE5A0-AD64-4006-9610-DD3C35995850,my_iOS_device,1519498577,38.03575485,-78.49849194,158.2016,0,-1,6,5,-9999,1519498577,-9.37845993,17.54644775,-2.35748291,75.23602295,85.01167297,30,1403479.568,0.035675049,-0.114990234,-1.005203247,1403479.551,-0.042721365,-0.012761335,-0.020059995,1403478.745,-2.117066711,0.037741561,0.09605253,-0.135427848,0.093348399,-0.033313088,-0.035422441,-0.010937139,-0.03736186,XArbitraryCorrectedZVertical,-0.039955467,0.032599878,0.870031834,-0.490283817,0.037558671,-0.095904902,-0.994681597,-10.34243011,16.07003784,-2.450378418,2,1403477.449,automotive,2,56:15.4,null,0,0,0,0,null,1403476.749,0,-0.01321411,100.2195,10.41.2.84,100.110.18.251,1,1,0.69,-13.83084,-42.80204,0
